时间,区域,出租车数量,公交车数量,气温,风向,风速,雨量,AQI,空气质量
2019-04-23 12:00:00,闵行区,2312,506,22.9,191,3.8,0.0,90,良
2019-04-23 15:00:00,闵行区,1813,462,23.7,185,4.6,0.0,70,良
2019-04-23 18:00:00,闵行区,1734,551,18.5,133,2.3,0.0,73,良
2019-04-23 21:00:00,闵行区,1988,398,15.3,150,0.9,0.0,70,良
2019-04-24 00:00:00,闵行区,3038,83,15.2,152,2.1,0.0,62,良
2019-04-24 03:00:00,闵行区,3174,2,13.9,139,1.3,0.0,82,良
2019-04-24 06:00:00,闵行区,3624,349,14.4,122,1.6,0.0,89,良
2019-04-24 09:00:00,闵行区,3466,641,17.9,167,3.7,0.0,89,良
2019-04-24 12:00:00,闵行区,2887,494,19.5,180,2.3,0.0,/,/
2019-04-24 15:00:00,闵行区,2744,455,20.4,186,3.8,0.0,103,轻度污染
2019-04-24 18:00:00,闵行区,3271,562,19.3,177,1.1,0.0,74,良
2019-04-24 21:00:00,闵行区,2192,401,15.8,////,0,0.0,152,中度污染
2019-04-25 00:00:00,闵行区,2974,81,13.2,////,0,0.0,147,轻度污染
2019-04-25 03:00:00,闵行区,2763,2,10.6,////,0,0.0,169,中度污染
2019-04-25 06:00:00,闵行区,2936,277,10,////,0,0.0,158,中度污染
2019-04-25 09:00:00,闵行区,4031,531,21.1,65,0.5,0.0,153,中度污染
2019-04-25 12:00:00,闵行区,3946,497,24.6,75,3.4,0.0,118,轻度污染
2019-04-25 15:00:00,闵行区,4414,456,24.2,94,4,0.0,93,良
2019-04-25 18:00:00,闵行区,2856,528,20.2,138,2.2,0.0,118,轻度污染
2019-04-25 21:00:00,闵行区,1917,377,16.5,183,2,0.0,168,中度污染
2019-04-26 00:00:00,闵行区,2678,78,15.2,150,1.2,0.0,135,轻度污染
2019-04-26 03:00:00,闵行区,2271,2,13.6,////,0,0.0,99,良
2019-04-26 06:00:00,闵行区,2443,267,13.5,////,0,0.0,114,轻度污染
2019-04-26 09:00:00,闵行区,4563,543,21.7,186,4.8,0.0,72,良
2019-04-26 12:00:00,闵行区,3377,485,25.5,174,3.6,0.0,84,良
2019-04-26 15:00:00,闵行区,3559,471,24.5,123,6.2,0.0,113,轻度污染
2019-04-26 18:00:00,闵行区,3972,515,21.3,165,4.9,0.0,111,轻度污染
2019-04-26 21:00:00,闵行区,1857,375,16.5,150,2.1,0.0,118,轻度污染
2019-04-27 00:00:00,闵行区,2716,76,15.8,182,1.7,0.0,107,轻度污染
2019-04-27 03:00:00,闵行区,1998,2,17.2,163,4.2,0.0,120,轻度污染
2019-04-27 06:00:00,闵行区,2808,352,17.2,148,3.7,0.0,82,良
2019-04-27 09:00:00,闵行区,3977,655,20.3,157,5.1,0.0,63,良
2019-04-27 12:00:00,闵行区,2277,508,23.3,182,6.8,0.0,61,良
2019-04-27 15:00:00,闵行区,2333,458,22.9,153,7.5,0.0,68,良
2019-04-27 18:00:00,闵行区,2029,562,20.9,159,3.8,0.0,73,良
2019-04-27 21:00:00,闵行区,1841,400,19,168,4.1,0.0,75,良
2019-04-28 00:00:00,闵行区,1831,80,18,171,5,0.0,82,良
2019-04-28 03:00:00,闵行区,2931,2,17.9,190,3.2,0.0,80,良
2019-04-28 06:00:00,闵行区,2657,361,17.8,195,3.7,0.0,104,轻度污染
2019-04-28 09:00:00,闵行区,2727,672,24,210,4.2,0.0,156,中度污染
2019-04-28 12:00:00,闵行区,3644,499,29,236,6.6,0.0,118,轻度污染
2019-04-28 15:00:00,闵行区,2415,452,30.6,285,4.5,0.0,110,轻度污染
2019-04-28 18:00:00,闵行区,2093,560,21.8,43,3.2,0.0,156,中度污染
2019-04-28 21:00:00,闵行区,1475,385,19.1,62,5,0.0,79,良
2019-04-29 00:00:00,闵行区,2532,75,16.9,359,5.6,7.6,62,良
2019-04-29 03:00:00,闵行区,2531,2,16.5,178,2.8,0.0,60,良
2019-04-29 06:00:00,闵行区,3090,352,17.2,19,6.4,0.0,79,良
2019-04-29 09:00:00,闵行区,2719,682,18.5,17,2.2,0.0,84,良
2019-04-29 12:00:00,闵行区,2442,509,19.1,356,3.9,0.0,84,良
2019-04-29 15:00:00,闵行区,1665,458,18.8,344,5.6,0.0,/,/
2019-04-29 18:00:00,闵行区,2771,572,18.8,317,1.7,0.0,69,良
2019-04-29 21:00:00,闵行区,1791,419,16.5,343,3.1,0.0,94,良
2019-04-30 00:00:00,闵行区,2806,75,14.8,323,2,0.0,87,良
2019-04-30 03:00:00,闵行区,3297,2,15.6,284,2.8,0.0,113,轻度污染
2019-04-30 06:00:00,闵行区,2699,355,14,////,0,0.0,140,轻度污染
2019-04-30 09:00:00,闵行区,2814,660,20.6,356,5.4,0.0,149,轻度污染
2019-04-30 12:00:00,闵行区,3676,516,24.1,10,4.1,0.0,104,轻度污染
2019-04-30 15:00:00,闵行区,3980,468,21.5,66,6.4,0.0,125,轻度污染
2019-04-30 18:00:00,闵行区,2593,551,18.8,79,2.3,0.0,105,轻度污染
2019-04-30 21:00:00,闵行区,2320,408,15.7,100,2.8,0.0,75,良
2019-04-01 00:00:00,静安区,8634,2,19.4,////,0,0.0,95,良
2019-04-01 03:00:00,静安区,4996,5,17.4,////,0,0.0,105,轻度污染
2019-04-01 06:00:00,静安区,11705,307,16.5,////,0.2,0.0,122,轻度污染
2019-04-01 09:00:00,静安区,45634,771,22.7,96,4.4,0.0,115,轻度污染
2019-04-01 12:00:00,静安区,42239,524,25,86,4.4,0.0,53,良
2019-04-01 15:00:00,静安区,49314,535,22.5,68,4.4,0.0,58,良
2019-04-01 18:00:00,静安区,48617,616,16.5,68,5.1,0.0,69,良
2019-04-01 21:00:00,静安区,34632,461,15.5,85,4.4,0.0,42,优
2019-04-02 00:00:00,静安区,20721,69,16.2,89,2.8,0.0,38,优
2019-04-02 03:00:00,静安区,7429,0,16.6,114,1.5,0.0,57,良
2019-04-02 06:00:00,静安区,12076,322,17.5,151,2.1,0.0,48,优
2019-04-02 09:00:00,静安区,44767,769,23.3,199,3,0.0,56,良
2019-04-02 12:00:00,静安区,35985,135,26.5,179,5.4,0.0,68,良
2019-04-02 15:00:00,静安区,49309,362,28.5,188,4.8,0.0,89,良
2019-04-02 18:00:00,静安区,45223,618,23,83,2,4.2,102,轻度污染
2019-04-02 21:00:00,静安区,30407,466,20.7,292,4.3,4.6,87,良
2019-04-03 00:00:00,静安区,17708,73,17.5,306,1.5,0.1,54,良
2019-04-03 03:00:00,静安区,5393,5,15.6,16,0.8,3.9,90,良
2019-04-03 06:00:00,静安区,11687,314,13.8,61,1.7,0.0,94,良
2019-04-03 09:00:00,静安区,45176,779,13.7,95,1.3,0.0,114,轻度污染
2019-04-03 12:00:00,静安区,42548,528,13.1,41,2.7,0.0,132,轻度污染
2019-04-03 15:00:00,静安区,50438,506,12.8,84,4.8,0.0,118,轻度污染
2019-04-03 18:00:00,静安区,46013,665,12,75,3,0.0,60,良
2019-04-03 21:00:00,静安区,32658,480,11.8,84,2.9,0.0,50,优
2019-04-04 00:00:00,静安区,23217,75,12.2,77,1.8,0.0,53,良
2019-04-04 03:00:00,静安区,6038,4,12.4,96,2.9,0.0,53,良
2019-04-04 06:00:00,静安区,8261,240,12.9,110,3.8,0.0,48,优
2019-04-04 09:00:00,静安区,30619,587,13.6,97,2.5,0.1,50,优
2019-04-04 12:00:00,静安区,30824,560,17,207,2,0.0,52,良
2019-04-04 15:00:00,静安区,36804,556,18.4,283,2.1,0.0,98,良
2019-04-04 18:00:00,静安区,28727,602,17.8,////,0,0.0,115,轻度污染
2019-04-04 21:00:00,静安区,22994,435,16,38,2,0.0,166,中度污染
2019-04-05 00:00:00,静安区,13880,77,15.1,78,1.6,0.0,173,中度污染
2019-04-05 03:00:00,静安区,4538,5,13.5,83,2,0.0,113,轻度污染
2019-04-05 06:00:00,静安区,7687,237,13.6,33,1.4,1.6,63,良
2019-04-05 09:00:00,静安区,26563,579,13.1,86,1.8,0.9,55,良
2019-04-05 12:00:00,静安区,31506,560,13.8,70,2.6,0.0,50,优
2019-04-05 15:00:00,静安区,32572,561,13.5,57,2.3,0.0,45,优
2019-04-05 18:00:00,静安区,28194,591,12.6,51,2.7,0.0,46,优
2019-04-05 21:00:00,静安区,22272,428,11.3,47,2.5,0.1,32,优
2019-04-06 00:00:00,静安区,11797,69,11.2,85,1.2,3.4,24,优
2019-04-06 03:00:00,静安区,3878,3,11.5,36,1,1.1,26,优
2019-04-06 06:00:00,静安区,7074,224,11.2,2,3.7,2.1,28,优
2019-04-06 09:00:00,静安区,28680,560,11,70,1.7,1.3,32,优
2019-04-06 12:00:00,静安区,28098,543,11.2,39,2.4,0.0,39,优
2019-04-06 15:00:00,静安区,31336,546,12.1,41,2.4,0.0,36,优
2019-04-06 18:00:00,静安区,28814,597,10.3,57,2.9,3.8,47,优
2019-04-06 21:00:00,静安区,24559,432,9.8,2,4.4,0.0,51,良
2019-04-07 00:00:00,静安区,14711,69,8.6,78,2.8,0.9,61,良
2019-04-07 03:00:00,静安区,3827,5,7.9,29,4.8,1.0,45,优
2019-04-07 06:00:00,静安区,10731,330,8,49,5.8,0.0,40,优
2019-04-07 09:00:00,静安区,41552,779,8.2,37,5.9,0.0,52,良
2019-04-07 12:00:00,静安区,42762,504,8.5,46,4.8,0.2,54,良
2019-04-07 15:00:00,静安区,46351,546,7.6,45,1.3,2.0,41,优
2019-04-07 18:00:00,静安区,45352,680,7,343,2.1,1.3,40,优
2019-04-07 21:00:00,静安区,34520,483,5.8,293,1.3,0.1,29,优
2019-04-08 00:00:00,静安区,19254,75,5.8,245,0.8,0.0,36,优
2019-04-08 03:00:00,静安区,3628,5,5.8,////,0.2,0.0,43,优
2019-04-08 06:00:00,静安区,11005,322,6.9,77,3.2,0.0,43,优
2019-04-08 09:00:00,静安区,43876,776,8.8,41,5.5,0.0,43,优
2019-04-08 12:00:00,静安区,41178,530,11.2,98,3.2,0.0,42,优
2019-04-08 15:00:00,静安区,51469,576,12.4,354,2.7,0.0,45,优
2019-04-08 18:00:00,静安区,47637,725,10,99,3.8,0.0,43,优
2019-04-08 21:00:00,静安区,35499,479,7.8,72,3.6,0.0,39,优
2019-04-09 00:00:00,静安区,20378,72,5.2,////,0.2,0.0,43,优
2019-04-09 03:00:00,静安区,4809,5,4.2,////,0.1,0.0,42,优
2019-04-09 06:00:00,静安区,11232,325,3.8,////,0,0.0,45,优
2019-04-09 09:00:00,静安区,50859,782,11.6,109,4.1,0.0,50,优
2019-04-09 12:00:00,静安区,44080,550,13.8,36,2,0.0,44,优
2019-04-09 15:00:00,静安区,50463,554,13.8,16,0.7,0.0,53,良
2019-04-09 18:00:00,静安区,48421,701,11.9,121,2.4,0.0,52,良
2019-04-09 21:00:00,静安区,36403,445,11.4,121,0.5,0.0,60,良
2019-04-10 00:00:00,静安区,24354,76,10.8,124,0.5,0.0,52,良
2019-04-10 03:00:00,静安区,7740,5,8.6,////,0,0.0,53,良
2019-04-10 06:00:00,静安区,14107,331,8.9,////,0,0.0,62,良
2019-04-10 09:00:00,静安区,50082,775,13.4,312,2.6,0.0,64,良
2019-04-10 12:00:00,静安区,45016,553,15.9,47,4.1,0.0,58,良
2019-04-10 15:00:00,静安区,51099,537,17.3,66,3.7,0.0,64,良
2019-04-10 18:00:00,静安区,51165,700,12.6,71,3.3,0.0,52,良
2019-04-10 21:00:00,静安区,33785,474,10,90,2.9,0.0,51,良
2019-04-11 00:00:00,静安区,27010,77,7.9,////,0,0.0,52,良
2019-04-11 03:00:00,静安区,8228,5,7.2,////,0,0.0,69,良
2019-04-11 06:00:00,静安区,12403,231,6.5,23,0.6,0.0,58,良
2019-04-11 09:00:00,静安区,36641,540,14.6,99,2.1,0.0,60,良
2019-04-11 12:00:00,静安区,39108,541,17.7,85,2.4,0.0,50,优
2019-04-11 15:00:00,静安区,42001,542,18.3,90,3.8,0.0,64,良
2019-04-11 18:00:00,静安区,36544,580,15.2,77,3.6,0.0,71,良
2019-04-11 21:00:00,静安区,29611,423,11.8,91,2,0.0,87,良
2019-04-12 00:00:00,静安区,19921,84,11.1,65,0.6,0.0,89,良
2019-04-12 03:00:00,静安区,6264,5,11.3,74,1.1,0.0,85,良
2019-04-12 06:00:00,静安区,9760,238,12.5,92,1.7,0.0,85,良
2019-04-12 09:00:00,静安区,33492,572,14.8,102,3.2,0.0,73,良
2019-04-12 12:00:00,静安区,35035,550,18.6,126,3.3,0.0,70,良
2019-04-12 15:00:00,静安区,37210,571,20.5,124,1.9,0.0,87,良
2019-04-12 18:00:00,静安区,34285,599,16.1,95,3.9,0.0,54,良
2019-04-12 21:00:00,静安区,28170,434,14.4,20,0.5,0.0,63,良
2019-04-13 00:00:00,静安区,17156,81,12.7,315,3.1,0.0,82,良
2019-04-13 03:00:00,静安区,4210,5,11.8,275,1.8,0.0,68,良
2019-04-13 06:00:00,静安区,13169,323,10.5,294,1.4,0.0,57,良
2019-04-13 09:00:00,静安区,43073,763,12.8,301,1.9,0.0,90,良
2019-04-13 12:00:00,静安区,40862,548,13.8,310,6.2,0.0,103,轻度污染
2019-04-13 15:00:00,静安区,52298,557,15.2,255,4.6,0.0,68,良
2019-04-13 18:00:00,静安区,46050,727,12.8,272,4.7,0.0,77,良
2019-04-13 21:00:00,静安区,33839,453,10.1,241,2.2,0.0,70,良
2019-04-14 00:00:00,静安区,19092,79,9.3,253,3.5,0.0,78,良
2019-04-14 03:00:00,静安区,5937,4,7.4,269,3,0.7,70,良
2019-04-14 06:00:00,静安区,11765,324,7.6,270,5.6,0.1,65,良
2019-04-14 09:00:00,静安区,42553,768,9.2,246,4.1,0.0,109,轻度污染
2019-04-14 12:00:00,静安区,45206,537,11.3,268,7.4,0.0,128,轻度污染
2019-04-14 15:00:00,静安区,50615,574,16.8,276,3.9,0.0,99,良
2019-04-14 18:00:00,静安区,47141,709,15.9,238,3.3,0.0,107,轻度污染
2019-04-14 21:00:00,静安区,35126,457,11.4,236,0.4,0.0,108,轻度污染
2019-04-15 00:00:00,静安区,21440,75,9.3,216,0.8,0.0,115,轻度污染
2019-04-15 03:00:00,静安区,4466,4,9.5,253,1.5,0.0,140,轻度污染
2019-04-15 06:00:00,静安区,12761,316,8,////,0,0.0,133,轻度污染
2019-04-15 09:00:00,静安区,46487,771,18.1,215,4.5,0.0,129,轻度污染
2019-04-15 12:00:00,静安区,45299,521,21.4,191,1.8,0.0,85,良
2019-04-15 15:00:00,静安区,53256,568,22.2,203,4.4,0.0,89,良
2019-04-15 18:00:00,静安区,47708,723,19.1,158,2.6,0.0,97,良
2019-04-15 21:00:00,静安区,37198,473,17.1,209,2,0.0,125,轻度污染
2019-04-16 00:00:00,静安区,23898,79,15.8,252,1.6,0.0,113,轻度污染
2019-04-16 03:00:00,静安区,8322,5,15,279,0.5,0.0,118,轻度污染
2019-04-16 06:00:00,静安区,11261,325,15.8,111,2.1,0.0,114,轻度污染
2019-04-16 09:00:00,静安区,47995,787,18.6,233,0.3,0.0,119,轻度污染
2019-04-16 12:00:00,静安区,40005,551,24.9,243,2.9,0.0,97,良
2019-04-16 15:00:00,静安区,47332,556,19.4,14,4.9,0.0,129,轻度污染
2019-04-16 18:00:00,静安区,47566,709,15.6,30,3.2,0.0,95,良
2019-04-16 21:00:00,静安区,35632,455,13.3,54,2.9,0.0,75,良
2019-04-17 00:00:00,静安区,22800,78,11,////,0,0.0,79,良
2019-04-17 03:00:00,静安区,4553,4,11.6,103,1.9,0.0,79,良
2019-04-17 06:00:00,静安区,13449,318,12.2,143,1.3,0.0,81,良
2019-04-17 09:00:00,静安区,52821,758,16.8,139,4.8,0.0,110,轻度污染
2019-04-17 12:00:00,静安区,43494,536,18.9,140,8,0.0,98,良
2019-04-17 15:00:00,静安区,56685,551,18.4,132,2.4,0.0,93,良
2019-04-17 18:00:00,静安区,48725,653,15.8,113,6.1,0.0,88,良
2019-04-17 21:00:00,静安区,35607,468,14.8,131,3.2,0.0,75,良
2019-04-18 00:00:00,静安区,27072,75,16.2,165,2.7,0.0,76,良
2019-04-18 03:00:00,静安区,10185,5,16.9,150,1.6,0.0,73,良
2019-04-18 06:00:00,静安区,10705,238,17.3,82,0.4,0.0,73,良
2019-04-18 09:00:00,静安区,34353,568,21.6,195,1.3,0.0,72,良
2019-04-18 12:00:00,静安区,37785,561,23.8,213,2.8,0.0,74,良
2019-04-18 15:00:00,静安区,41300,512,24.1,175,1.7,0.0,120,轻度污染
2019-04-18 18:00:00,静安区,37341,595,22.2,145,1.4,0.0,92,良
2019-04-18 21:00:00,静安区,30780,429,18.6,117,1,0.0,95,良
2019-04-19 00:00:00,静安区,20239,77,17.2,223,0.4,0.0,100,良
2019-04-19 03:00:00,静安区,6117,5,17.9,250,1.2,0.0,105,轻度污染
2019-04-19 06:00:00,静安区,11798,235,18.8,199,1.2,0.1,158,中度污染
2019-04-19 09:00:00,静安区,34469,581,20,16,1.7,0.0,218,重度污染
2019-04-19 12:00:00,静安区,33957,557,22.2,46,1.6,0.0,282,重度污染
2019-04-19 15:00:00,静安区,33363,568,22.2,95,2,0.0,238,重度污染
2019-04-19 18:00:00,静安区,34555,600,18.3,87,3.1,0.0,178,中度污染
2019-04-19 21:00:00,静安区,29964,439,16.8,21,3.3,0.0,58,良
2019-04-20 00:00:00,静安区,16298,76,12.6,334,5.8,0.2,/,/
2019-04-20 03:00:00,静安区,4834,5,12,338,3.9,0.2,/,/
2019-04-20 06:00:00,静安区,11013,322,12.1,340,3.3,0.0,/,/
2019-04-20 09:00:00,静安区,37272,765,12.4,296,3,0.8,/,/
2019-04-20 12:00:00,静安区,40510,559,14.1,298,5,0.0,69,良
2019-04-20 15:00:00,静安区,49792,578,15.7,240,1.1,0.0,93,良
2019-04-20 18:00:00,静安区,49257,736,15.1,156,1.6,0.0,85,良
2019-04-20 21:00:00,静安区,33429,484,13.3,4,2.1,0.0,83,良
2019-04-21 00:00:00,静安区,21859,71,11.8,46,2,0.0,73,良
2019-04-21 03:00:00,静安区,5261,3,////,////,////,0.0,68,良
2019-04-21 06:00:00,静安区,12228,326,////,////,////,0.0,81,良
2019-04-21 09:00:00,静安区,45592,804,15.4,301,2.2,0.0,75,良
2019-04-21 12:00:00,静安区,42390,543,18.5,115,4.3,0.0,52,良
2019-04-21 15:00:00,静安区,50710,569,18.9,140,1.4,0.0,45,优
2019-04-21 18:00:00,静安区,53933,738,16.3,81,1.7,0.0,54,良
2019-04-21 21:00:00,静安区,37732,467,10.7,////,0,0.0,65,良
2019-04-22 00:00:00,静安区,25956,76,9.1,////,0,0.0,74,良
2019-04-22 03:00:00,静安区,7721,3,8.3,////,0,0.0,82,良
2019-04-22 06:00:00,静安区,11536,324,8.1,////,0.1,0.0,98,良
2019-04-22 09:00:00,静安区,51738,811,18.3,206,1.5,0.0,98,良
2019-04-22 12:00:00,静安区,43980,531,22.9,175,1.8,0.0,119,轻度污染
2019-04-22 15:00:00,静安区,51956,548,23.9,84,2.4,0.0,124,轻度污染
2019-04-22 18:00:00,静安区,51420,728,19.4,162,2.5,0.0,138,轻度污染
2019-04-22 21:00:00,静安区,36842,482,14.7,////,0.2,0.0,143,轻度污染
2019-04-23 06:00:00,静安区,12860,322,11.5,////,0,0.0,89,良
2019-04-23 09:00:00,静安区,50003,787,19.1,158,2.2,0.0,97,良
2019-04-23 12:00:00,静安区,41886,536,23.8,207,3.2,0.0,110,轻度污染
2019-04-23 15:00:00,静安区,53570,558,25.2,226,4,0.0,90,良
2019-04-23 18:00:00,静安区,48278,723,21.5,129,2.7,0.0,77,良
2019-04-23 21:00:00,静安区,35737,440,16.3,91,0.9,0.0,64,良
2019-04-24 00:00:00,静安区,22376,76,16,103,1.7,0.0,58,良
2019-04-24 03:00:00,静安区,5688,4,14.7,134,2,0.0,51,良
2019-04-24 06:00:00,静安区,13389,329,14.3,////,0.1,0.0,55,良
2019-04-24 09:00:00,静安区,51300,795,19,164,2.2,0.0,66,良
2019-04-24 12:00:00,静安区,44564,523,20.8,135,1,0.0,94,良
2019-04-24 15:00:00,静安区,52502,544,21.6,138,1.5,0.0,98,良
2019-04-24 18:00:00,静安区,50030,708,20.3,247,0.6,0.0,84,良
2019-04-24 21:00:00,静安区,34778,451,16.1,////,0,0.0,114,轻度污染
2019-04-25 00:00:00,静安区,28338,77,12.4,////,0,0.0,110,轻度污染
2019-04-25 03:00:00,静安区,9224,3,11.2,////,0,0.0,118,轻度污染
2019-04-25 06:00:00,静安区,12929,230,10.8,////,0,0.0,117,轻度污染
2019-04-25 09:00:00,静安区,38645,553,22.3,104,1,0.0,150,轻度污染
2019-04-25 12:00:00,静安区,36647,554,26.8,103,1.5,0.0,103,轻度污染
2019-04-25 15:00:00,静安区,39930,539,26.4,92,3.1,0.0,95,良
2019-04-25 18:00:00,静安区,37005,606,22.7,122,1.2,0.0,74,良
2019-04-25 21:00:00,静安区,29869,448,17.2,////,0,0.0,92,良
2019-04-26 00:00:00,静安区,19711,73,14.5,////,0.2,0.0,112,轻度污染
2019-04-26 03:00:00,静安区,7287,5,13.9,45,0.7,0.0,67,良
2019-04-26 06:00:00,静安区,12330,236,15.4,151,1.8,0.0,70,良
2019-04-26 09:00:00,静安区,34057,575,22.7,147,1.6,0.0,54,良
2019-04-26 12:00:00,静安区,34230,565,25.6,158,4.4,0.0,103,轻度污染
2019-04-26 15:00:00,静安区,37405,552,25.5,132,2.5,0.0,116,轻度污染
2019-04-26 18:00:00,静安区,34063,581,22.3,138,4.3,0.0,123,轻度污染
2019-04-26 21:00:00,静安区,26378,436,18.6,112,2.5,0.0,84,良
2019-04-27 00:00:00,静安区,15251,70,17,164,2,0.0,102,轻度污染
2019-04-27 03:00:00,静安区,4077,4,18,127,2.3,0.0,90,良
2019-04-27 06:00:00,静安区,12785,296,17.5,109,1.8,0.0,58,良
2019-04-27 09:00:00,静安区,42559,745,21.6,178,6.5,0.0,55,良
2019-04-27 12:00:00,静安区,40347,548,24.4,171,4.2,0.0,60,良
2019-04-27 15:00:00,静安区,51007,545,24.3,203,4.9,0.0,65,良
2019-04-27 18:00:00,静安区,49988,701,21.6,126,4.7,0.0,62,良
2019-04-27 21:00:00,静安区,34863,456,19.5,133,4.3,0.0,62,良
2019-04-28 00:00:00,静安区,19723,72,18.4,132,2.2,0.0,80,良
2019-04-28 03:00:00,静安区,6173,5,18.3,229,2.3,0.0,75,良
2019-04-28 06:00:00,静安区,12246,333,18,////,0.2,0.0,103,轻度污染
2019-04-28 09:00:00,静安区,53026,775,25.1,219,2,0.0,139,轻度污染
2019-04-28 12:00:00,静安区,47060,544,28.9,218,5.2,0.0,114,轻度污染
2019-04-28 15:00:00,静安区,51679,556,30.3,290,2.4,0.0,111,轻度污染
2019-04-28 18:00:00,静安区,50575,729,22.3,76,5.4,0.0,123,轻度污染
2019-04-28 21:00:00,静安区,33954,461,19.4,75,1.5,0.0,78,良
2019-04-29 00:00:00,静安区,20824,79,17.1,105,5,7.1,38,优
2019-04-29 03:00:00,静安区,5270,5,16.3,209,0.3,0.0,46,优
2019-04-29 06:00:00,静安区,12266,320,17,358,2.3,0.1,83,良
2019-04-29 09:00:00,静安区,52192,771,18,303,0.5,0.0,80,良
2019-04-29 12:00:00,静安区,41765,540,17.6,1,2.9,0.0,67,良
2019-04-29 15:00:00,静安区,51829,579,18.5,187,1.1,0.0,54,良
2019-04-29 18:00:00,静安区,48765,713,19.1,304,3.1,0.0,51,良
2019-04-29 21:00:00,静安区,33523,464,17.3,330,2.3,0.0,68,良
2019-04-30 00:00:00,静安区,21708,75,14.9,190,0.6,0.0,78,良
2019-04-30 03:00:00,静安区,5897,4,14.6,203,0.4,0.0,94,良
2019-04-30 06:00:00,静安区,14336,320,15.6,////,0,0.0,114,轻度污染
2019-04-30 09:00:00,静安区,51102,764,21.4,337,2.5,0.0,150,轻度污染
2019-04-30 12:00:00,静安区,43360,506,24.5,110,1.7,0.0,83,良
2019-04-30 15:00:00,静安区,51311,541,24.8,16,4.6,0.0,85,良
2019-04-30 18:00:00,静安区,49219,696,19.6,97,2.4,0.0,124,轻度污染
2019-04-30 21:00:00,静安区,31302,459,16.2,95,2.7,0.0,60,良
